Time (ms),Estimated HR (Hz),Estimated HR (bpm),Time to next peak (ms),Heart rate pulse interval (ms),Red LED ADC,IR LED ADC,Filtered,ZeroCross
72173,1.2141,72,415,823,2812625,3099860,347.425,0
72213,1.19428,71,627,837,2812236,3099116,-17.0059,1
72253,1.19428,71,587,837,2813394,3101441,-425.273,0
72293,1.19428,71,547,837,2814379,3103283,-510.111,0
72335,1.19428,71,505,837,2813487,3101572,-254.226,0
72375,1.19428,71,465,837,2812828,3100224,-0.724123,0
72415,1.19428,71,425,837,2812606,3099936,25.204,0
72455,1.17844,70,636,848,2812781,3100582,-108.74,1
72495,1.17844,70,596,848,2813253,3101720,-214.918,0
72540,1.17844,70,551,848,2814157,3103261,-129.078,0
72580,1.17844,70,511,848,2814036,3102920,153.826,0
72620,1.17844,70,471,848,2813349,3101482,417.427,0
72660,1.17844,70,431,848,2812975,3100803,444.445,0
72700,1.17844,70,391,848,2812849,3100721,236.14,0
72743,1.1631,69,644,859,2813219,3101586,-33.7024,1
72783,1.1631,69,604,859,2813781,3102632,-164.523,0
72823,1.1631,69,564,859,2813620,3102269,-98.9865,0
72863,1.1631,69,524,859,2812785,3100180,2.54556,0
72903,1.15093,69,651,868,2812149,3098743,-58.154,1
72945,1.15093,69,609,868,2811947,3098365,-295.167,0
72985,1.15093,69,569,868,2812359,3099182,-533.492,0
73025,1.15093,69,529,868,2812846,3100338,-572.74,0
73065,1.15093,69,489,868,2813514,3101642,-334.243,0
73105,1.15093,69,449,868,2813057,3100759,62.3528,0
73148,1.15093,69,406,868,2812508,3099616,354.427,0
73188,1.15093,69,366,868,2812417,3099631,391.245,0
73228,1.15093,69,326,868,2813197,3101446,289.516,0
73268,1.15093,69,286,868,2814280,3103393,298.251,0
73308,1.15093,69,246,868,2814354,3103582,509.427,0
73348,1.15093,69,206,868,2813727,3102257,730.436,0
73356,1.15093,69,198,868,2812612,3099331,682.527,0
73396,1.15093,69,158,868,2811905,3097743,264.093,0
73436,1.25093,75,599,799,2811790,3097705,-354.537,1
73476,1.25093,75,559,799,2812657,3099718,-830.054,0
73516,1.25093,75,519,799,2813692,3101759,-865.665,0
73561,1.25093,75,474,799,2813661,3101792,-465.865,0
73601,1.25093,75,434,799,2812996,3100465,35.9284,0
73641,1.25093,75,394,799,2812681,3099775,305.559,0
73681,1.25093,75,354,799,2812414,3099411,265.085,0
73721,1.25093,75,314,799,2812802,3100495,58.0808,0
73765,1.15093,69,651,868,2814583,3103724,-19.6268,1
73805,1.15093,69,611,868,2814251,3102984,196.51,0
73845,1.15093,69,571,868,2813299,3100988,457.414,0
73885,1.15093,69,531,868,2812915,3100367,453.281,0
73925,1.15093,69,491,868,2812843,3100330,185.747,0
73967,1.15597,69,648,865,2813040,3100838,-147.205,1
74007,1.15597,69,608,865,2813853,3102439,-325.021,0
74047,1.15597,69,568,865,2814533,3103577,-213.8,0
74087,1.15597,69,528,865,2813805,3102065,73.1647,0
74127,1.15597,69,488,865,2813037,3100430,229.704,0
74170,1.15597,69,445,865,2812642,3099654,90.9833,0
74210,1.13987,68,657,877,2813108,3100767,-209.04,1
74250,1.13987,68,617,877,2814710,3103596,-343.956,0
